Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoMedicaoChuvas: 1 = Pluviômetro, 2 = Pluviógrafo, 3 = Data logger
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Acumulado

Restrições da consulta:
Código da Estação:01036003


EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status
1036003;1;01/04/2000;1;31,2;176,3;9;19;1;1;1;;0;0,0;0,0;0,0;6,4;1,6;3,7;5,0;22,6;31,2;0,0;0,0;0,0;12,2;2,4;8,6;12,2;7,3;2,4;15,6;15,1;0,0;0,0;0,0;0,0;1,2;7,0;17,0;3,2;1,6;0,0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1036003;1;01/03/2000;1;16,5;65,2;5;10;1;1;1;;0;0,0;0,0;0,4;0,0;16,5;3,3;0,4;9,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;12,8;0,0;0,0;3,4;4,0;3,2;0,0;11,6;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1036003;1;01/02/2000;1;32,5;115,0;23;10;1;1;1;;0;0,0;0,0;0,0;6,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,0;23,8;9,6;9,8;0,0;0,0;2,4;0,4;0,0;32,5;4,2;0,0;14,7;0,0;0,0;0,0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1036003;1;01/01/2000;1;52,2;95,0;22;8;1;1;1;;0;0,0;0,0;0,0;0,0;6,8;19,8;0,0;1,2;9,0;0,0;0,0;0,0;3,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8;52,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1036003;1;01/12/1999;1;22,4;44,8;21;8;1;1;1;;0;0,0;0,0;0,0;0,0;3,0;0,0;0,0;0,0;0,0;0,0;1,2;0,0;0,0;0,0;0,0;0,0;1,6;0,0;10,5;0,0;22,4;0,0;0,8;0,0;0,0;0,0;0,0;0,0;0,0;5,1;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1036003;1;01/11/1999;1;41,4;98,7;18;6;1;1;1;;0;11,4;17,3;7,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;17,4;41,4;4,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1036003;1;01/10/1999;1;28,6;129,8;27;10;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;17,8;24,7;0,0;0,0;20,8;6,3;10,2;3,0;0,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;4,4;28,6;13,4;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1036003;1;01/09/1999;1;21,6;74,5;25;16;1;1;1;;0;0,6;8,2;2,6;0,0;0,0;0,0;0,0;0,3;0,0;0,0;0,0;0,0;4,4;0,0;0,3;3,2;0,0;4,4;1,8;0,3;0,2;0,0;0,0;0,0;21,6;10,4;8,1;8,0;0,1;0,0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1036003;1;01/08/1999;1;8,4;65,4;22;20;1;1;1;;0;0,0;2,8;6,0;0,0;2,6;1,5;5,4;6,0;6,6;2,1;0,0;0,0;2,5;0,0;2,5;0,0;2,8;0,2;0,2;0,0;2,0;8,4;0,0;3,2;0,0;0,1;0,0;5,4;0,8;0,0;4,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1036003;1;01/07/1999;1;65,4;175,5;17;22;1;1;1;;0;0,0;5,5;1,9;0,0;0,0;2,0;20,3;1,2;0,0;0,0;7,0;5,6;1,7;13,4;0,0;0,7;65,4;8,4;14,1;0,5;0,9;0,0;0,0;4,5;1,4;10,0;0,3;0,5;10,0;0,2;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
