Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoMedicaoChuvas: 1 = Pluviômetro, 2 = Pluviógrafo, 3 = Data logger
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Acumulado

Restrições da consulta:
Código da Estação:00936022


EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status
936022;1;01/06/2000;1;28,5;148,1;6;25;1;1;1;;0;0,0;5,5;12,0;0,0;7,0;28,5;6,0;0,7;2,1;1,3;1,9;2,7;0,9;5,4;0,6;2,8;6,7;5,5;0,2;0,9;0,0;0,9;0,0;0,0;17,9;19,9;13,4;0,2;4,2;0,9;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
936022;1;01/05/2000;1;11,9;97,9;3;20;1;1;1;;0;0,9;0,1;11,9;0,4;1,5;9,9;8,2;11,1;9,8;0,0;0,0;0,5;1,4;7,2;0,0;2,4;0,4;6,9;0,0;0,0;0,0;5,2;11,4;2,2;1,9;4,6;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
936022;1;01/04/2000;1;16,7;99,3;8;20;1;1;1;;0;2,1;3,7;0,0;0,9;1,5;3,8;0,0;16,7;15,0;0,0;0,0;3,4;0,0;2,1;5,9;1,0;7,1;3,6;5,3;2,3;0,0;0,0;0,0;0,0;9,0;6,6;3,7;0,6;0,0;5,0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
936022;1;01/03/2000;1;8,1;36,4;27;11;1;1;1;;0;0,0;0,4;0,0;0,0;0,0;5,3;0,0;0,0;0,0;0,0;0,0;0,0;0,0;6,7;1,0;0,0;0,0;0,0;5,7;3,1;0,0;0,3;1,8;2,6;0,0;0,0;8,1;0,0;1,4;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
936022;1;01/02/2000;1;20,4;67,3;14;8;1;1;1;;0;0,0;0,0;0,0;3,4;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;20,4;11,2;10,6;0,4;0,0;0,0;3,0;0,0;0,0;7,5;0,0;10,8;0,0;0,0;0,0;0,0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
936022;1;01/01/2000;1;40,6;69,9;22;9;1;1;1;;0;0,0;0,0;0,0;0,0;7,8;2,6;0,0;0,3;2,4;0,0;0,0;0,0;3,3;0,0;8,3;0,0;0,0;0,0;0,0;0,0;0,4;40,6;4,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
936022;1;01/11/1999;1;26,2;40,4;3;2;1;1;1;;0;0,0;14,2;26,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
936022;1;01/10/1999;1;26,5;108,6;8;11;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;1,5;13,7;26,5;1,2;0,0;0,0;13,2;11,3;11,2;17,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,3;10,4;0,1;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
936022;1;01/09/1999;1;25,0;85,3;25;12;1;1;1;;0;1,8;2,6;8,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;3,5;0,0;0,0;0,0;0,0;3,3;7,4;0,0;0,0;0,7;0,0;0,0;25,0;15,6;12,4;3,5;0,0;0,0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
936022;1;01/08/1999;1;10,6;59,1;22;23;1;1;1;;0;0,0;1,6;6,3;0,9;1,5;0,0;4,4;0,4;8,8;0,1;0,0;0,0;0,1;0,0;6,0;0,0;3,5;2,2;0,0;0,2;0,4;10,6;0,3;1,4;0,1;1,6;0,0;4,5;1,3;0,1;2,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
936022;1;01/07/1999;1;37,0;135,6;26;17;1;1;1;;0;0,0;6,5;0,0;0,0;0,0;1,6;28,2;0,0;0,0;0,0;0,0;8,7;0,0;0,4;0,0;0,2;10,0;10,4;10,1;13,7;0,7;0,0;0,5;2,0;1,8;37,0;0,0;0,0;0,1;3,7;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
936022;1;01/06/1999;1;27,8;73,7;9;17;1;1;1;;0;0,0;0,0;1,7;5,9;5,1;0,7;3,1;0,0;27,8;3,3;0,6;0,9;0,0;5,6;0,3;4,7;3,1;0,7;0,0;0,0;0,0;4,1;0,0;0,0;0,0;0,0;4,9;1,2;0,0;0,0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
936022;1;01/05/1999;1;55,8;196,1;15;18;1;1;1;;0;4,7;20,2;1,7;1,5;13,8;22,9;0,0;0,0;0,0;8,1;1,9;0,0;0,0;0,0;55,8;16,4;17,0;0,0;0,4;0,0;0,0;0,0;0,0;23,0;4,7;0,8;0,5;0,0;2,3;0,0;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
936022;1;01/04/1999;1;13,6;30,1;30;9;1;1;1;;0;1,0;7,0;0,0;0,0;0,0;0,3;0,0;0,0;0,0;0,0;0,0;1,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,1;0,0;0,0;0,0;0,0;0,9;3,7;2,0;13,6;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
936022;1;01/03/1999;1;2,1;2,5;24;2;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,4;0,0;0,0;2,1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
936022;1;01/02/1999;1;21,4;21,6;8;2;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;21,4;0,0;0,2;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
936022;1;01/01/1999;1;0,0;0,0;1;0;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
936022;1;01/12/1998;1;0,0;0,0;1;0;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
936022;1;01/11/1998;1;0,0;0,0;1;0;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
936022;1;01/10/1998;1;11,6;27,4;5;5;1;1;1;;0;7,9;1,6;0,0;5,5;11,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
936022;1;01/09/1998;1;10,5;26,7;13;8;1;1;1;;0;0,0;0,0;3,6;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8;1,3;10,5;2,8;3,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,6;0,3;0,0;0,0;0,0;0,0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
936022;1;01/08/1998;1;15,6;65,8;8;15;1;1;1;;0;0,0;0,0;0,0;0,0;5,4;0,4;0,0;15,6;0,0;0,0;0,0;0,0;0,0;8,2;5,6;0,0;3,5;4,3;0,0;11,2;3,1;2,7;0,0;0,1;1,2;0,4;4,0;0,0;0,0;0,0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
936022;1;01/07/1998;1;18,6;120,7;25;22;1;1;1;;0;2,4;0,0;0,1;1,8;2,1;0,0;0,0;0,0;1,5;0,0;0,0;1,2;11,0;16,4;3,9;0,0;3,5;1,2;1,8;1,3;12,7;5,7;1,4;1,4;18,6;15,7;6,7;8,4;1,9;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
936022;1;01/06/1998;1;41,4;131,6;6;19;1;1;1;;0;0,0;0,0;0,5;0,4;0,5;41,4;21,4;12,8;3,6;3,4;4,8;1,3;0,2;1,9;4,4;11,5;2,9;0,0;0,0;0,0;0,0;0,0;2,0;0,0;6,4;0,0;0,0;3,4;0,0;8,8;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
936022;1;01/05/1998;1;35,0;102,8;31;16;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;15,6;10,5;3,5;2,7;0,0;1,4;1,5;1,5;1,6;2,3;9,8;3,8;0,0;2,2;0,0;9,2;0,0;0,0;0,0;0,4;0,0;1,8;35,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
936022;1;01/04/1998;1;8,2;21,5;8;7;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;7,2;0,0;8,2;1,5;0,0;0,0;1,5;0,0;0,0;0,0;0,0;0,0;0,0;0,4;0,0;0,0;0,0;1,5;0,0;1,2;0,0;0,0;0,0;0,0;0,0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
936022;1;01/03/1998;1;2,8;6,0;28;3;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,8;1,4;1,8;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
936022;1;01/02/1998;1;6,0;6,8;1;2;1;1;1;;0;6,0;0,0;0,0;0,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
936022;1;01/01/1998;1;14,3;29,5;22;5;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,5;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;14,3;9,0;0,0;0,0;0,0;1,8;0,0;0,0;0,0;1,9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
936022;1;01/12/1997;1;6,4;18,7;27;7;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;3,0;3,6;1,2;0,0;0,0;0,0;0,0;0,0;6,4;0,5;0,0;2,6;1,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
936022;1;01/11/1997;1;0,8;0,8;17;1;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
936022;1;01/10/1997;1;6,2;7,6;7;3;1;1;1;;0;0,0;0,0;0,0;0,0;0,0;0,0;6,2;0,0;0,6;0,8;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
