Sistema de Informações Hidrológicas
Versão Web 3.0
© 2018 Agência Nacional de Águas (ANA)

NivelConsistencia: 1 = Bruto, 2 = Consistido
TipoMedicaoChuvas: 1 = Pluviômetro, 2 = Pluviógrafo, 3 = Data logger
Status: 0 = Branco, 1 = Real, 2 = Estimado, 3 = Duvidoso, 4 = Acumulado

Restrições da consulta:
Código da Estação:01036050


EstacaoCodigo;NivelConsistencia;Data;TipoMedicaoChuvas;Maxima;Total;DiaMaxima;NumDiasDeChuva;MaximaStatus;TotalStatus;NumDiasDeChuvaStatus;TotalAnual;TotalAnualStatus;Chuva01;Chuva02;Chuva03;Chuva04;Chuva05;Chuva06;Chuva07;Chuva08;Chuva09;Chuva10;Chuva11;Chuva12;Chuva13;Chuva14;Chuva15;Chuva16;Chuva17;Chuva18;Chuva19;Chuva20;Chuva21;Chuva22;Chuva23;Chuva24;Chuva25;Chuva26;Chuva27;Chuva28;Chuva29;Chuva30;Chuva31;Chuva01Status;Chuva02Status;Chuva03Status;Chuva04Status;Chuva05Status;Chuva06Status;Chuva07Status;Chuva08Status;Chuva09Status;Chuva10Status;Chuva11Status;Chuva12Status;Chuva13Status;Chuva14Status;Chuva15Status;Chuva16Status;Chuva17Status;Chuva18Status;Chuva19Status;Chuva20Status;Chuva21Status;Chuva22Status;Chuva23Status;Chuva24Status;Chuva25Status;Chuva26Status;Chuva27Status;Chuva28Status;Chuva29Status;Chuva30Status;Chuva31Status
1036050;1;01/12/1957;1;0,0;0,0;1;;1;1;0;1145;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1036050;1;01/11/1957;1;0,0;0,0;1;;1;1;0;1145;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1036050;1;01/10/1957;1;9,0;16,0;31;2;1;1;0;1145;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;7,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;9,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1036050;1;01/09/1957;1;7,0;17,0;3;3;1;1;0;1145;1;0,0;0,0;7,0;0,0;0,0;4,0;0,0;0,0;0,0;0,0;6,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1036050;1;01/08/1957;1;25,0;66,0;3;5;1;1;0;1145;1;0,0;0,0;25,0;0,0;0,0;0,0;0,0;0,0;3,0;7,0;0,0;0,0;0,0;0,0;23,0;0,0;0,0;0,0;8,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1036050;1;01/07/1957;1;33,0;100,0;1;9;1;1;0;1145;1;33,0;0,0;0,0;5,0;0,0;0,0;7,0;0,0;0,0;0,0;0,0;14,0;0,0;0,0;15,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;7,0;8,0;0,0;0,0;0,0;9,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1036050;1;01/06/1957;1;15,0;86,0;21;9;1;1;0;1145;1;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;11,0;9,0;0,0;0,0;11,0;0,0;0,0;3,0;0,0;12,0;0,0;0,0;15,0;0,0;0,0;13,0;0,0;0,0;0,0;0,0;7,0;5,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1036050;1;01/05/1957;1;63,0;274,0;7;8;1;1;0;1145;1;0,0;0,0;0,0;28,0;0,0;38,0;63,0;0,0;0,0;44,0;0,0;46,0;0,0;0,0;0,0;0,0;0,0;16,0;0,0;0,0;29,0;0,0;0,0;0,0;0,0;0,0;0,0;10,0;0,0;0,0;0,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
1036050;1;01/04/1957;1;56,0;273,0;2;12;1;1;0;1145;1;3,0;56,0;19,0;22,0;42,0;0,0;19,0;10,0;22,0;0,0;0,0;0,0;9,0;4,0;0,0;0,0;32,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;35,0;0,0;0,0;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
1036050;1;01/03/1957;1;35,0;202,0;6;14;1;1;0;1145;1;0,0;0,0;0,0;20,0;14,0;35,0;0,0;0,0;0,0;0,0;3,0;24,0;0,0;0,0;0,0;0,0;0,0;0,0;16,0;1,0;17,0;7,0;0,0;2,0;0,0;4,0;0,0;29,0;16,0;0,0;14,0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
